Date,Day,Time,Event Name,Location,Coordinator,Equipment Deployed,Attendee Count,Status,Remarks
2026-02-26,Thursday,07:48:05,DG 100 DAYS IN OFFICE,OBASANJO HALL HEAD OF SERVICE,"FELIX, BELLO, DAVID","projectors, presentation slide, Audio, video rendering",150,Planned,the event was very good joyful the dg gave a strong speech followed by staffs and his friends and there was refereshments.
